__time,/odrive_axis5/controller_status/active_errors,/odrive_axis5/controller_status/axis_state,/odrive_axis5/controller_status/iq_measured,/odrive_axis5/controller_status/iq_setpoint,/odrive_axis5/controller_status/pos_estimate,/odrive_axis5/controller_status/procedure_result,/odrive_axis5/controller_status/torque_estimate,/odrive_axis5/controller_status/torque_target,/odrive_axis5/controller_status/trajectory_done_flag,/odrive_axis5/controller_status/vel_estimate,/odrive_axis5/odrive_status/active_errors,/odrive_axis5/odrive_status/bus_current,/odrive_axis5/odrive_status/bus_voltage,/odrive_axis5/odrive_status/disarm_reason,/odrive_axis5/odrive_status/fet_temperature,/odrive_axis5/odrive_status/motor_temperature
1766086698.813751,,,,,,,,,,,0.000000000,0.000000000,25.925397873,0.000000000,25.164947510,22.504608154
1766086698.913701,,,,,,,,,,,0.000000000,0.000005870,25.936820984,0.000000000,25.166412354,22.504608154
1766086698.953908,0.000000000,8.000000000,-0.057200197,0.000000000,-25.364210129,1.000000000,-0.054373059,0.000000000,1.000000000,0.000000000,,,,,,
1766086699.012799,,,,,,,,,,,0.000000000,0.000000000,25.929967880,0.000000000,25.167449951,22.504608154
1766086699.112701,,,,,,,,,,,0.000000000,0.000000000,25.929967880,0.000000000,25.169464111,22.504608154
1766086699.203404,0.000000000,8.000000000,0.043496892,0.000000000,-25.364210129,1.000000000,0.041347042,0.000000000,1.000000000,0.000000000,,,,,,
1766086699.212627,,,,,,,,,,,0.000000000,0.000001001,25.923114777,0.000000000,25.170318604,22.504608154
1766086699.317292,,,,,,,,,,,0.000000000,0.000014548,25.929967880,0.000000000,25.171875000,22.504608154
1766086699.417703,,,,,,,,,,,0.000000000,0.000032816,25.929967880,0.000000000,25.170867920,22.504608154
1766086699.452820,0.000000000,8.000000000,0.084872305,0.000000000,-25.364210129,1.000000000,0.080677465,0.000000000,1.000000000,0.000000000,,,,,,
1766086699.512617,,,,,,,,,,,0.000000000,0.000000000,25.911691666,0.000000000,25.173767090,22.504608154
1766086699.612679,,,,,,,,,,,0.000000000,0.000102457,25.913976669,0.000000000,25.174438477,22.504608154
1766086699.703268,0.000000000,8.000000000,0.018986866,0.000000000,-25.364210129,1.000000000,0.018048435,0.000000000,1.000000000,0.000000000,,,,,,
1766086699.712662,,,,,,,,,,,0.000000000,0.000000000,25.923114777,0.000000000,25.175903320,22.504608154
1766086699.816265,,,,,,,,,,,0.000000000,0.000000000,25.918544769,0.000000000,25.177795410,22.504608154
1766086699.917482,,,,,,,,,,,0.000000000,0.000000000,25.916261673,0.000000000,25.177490234,22.504608154
1766086699.952822,0.000000000,8.000000000,-0.087529793,0.000000000,-25.364210129,1.000000000,-0.083203614,0.000000000,1.000000000,0.000000000,,,,,,
1766086700.018548,,,,,,,,,,,0.000000000,0.000000000,25.929967880,0.000000000,25.180847168,22.504608154
1766086700.112743,,,,,,,,,,,0.000000000,0.000000000,25.918544769,0.000000000,25.180145264,22.504608154
1766086700.202905,0.000000000,8.000000000,-0.019064132,0.000000000,-25.364210129,1.000000000,-0.018121883,0.000000000,1.000000000,0.000000000,,,,,,
1766086700.212600,,,,,,,,,,,0.000000000,0.000000000,25.943674088,0.000000000,25.183380127,22.504608154
1766086700.311640,,,,,,,,,,,0.000000000,0.000000000,25.932250977,0.000000000,25.184509277,22.504608154
1766086700.416283,,,,,,,,,,,0.000000000,0.000022363,25.909408569,0.000000000,25.183410645,22.504608154
1766086700.451973,0.000000000,8.000000000,-0.020627633,0.000000000,-25.364210129,1.000000000,-0.019608110,0.000000000,1.000000000,0.000000000,,,,,,
1766086700.511647,,,,,,,,,,,0.000000000,0.000000000,25.923114777,0.000000000,25.184692383,22.504608154
1766086700.611680,,,,,,,,,,,0.000000000,0.000000000,25.920829773,0.000000000,25.183898926,22.504608154
1766086700.701781,0.000000000,8.000000000,0.159953669,0.000000000,-25.364210129,1.000000000,0.152047902,0.000000000,1.000000000,0.000000000,,,,,,
1766086700.711726,,,,,,,,,,,0.000000000,0.000000000,25.920829773,0.000000000,25.185729980,22.504608154
1766086700.811637,,,,,,,,,,,0.000000000,0.000000000,25.929967880,0.000000000,25.188446045,22.504608154
1766086700.911619,,,,,,,,,,,0.000000000,0.000004259,25.959663391,0.000000000,25.189208984,22.504608154
1766086700.951799,0.000000000,8.000000000,-0.005047390,0.000000000,-25.364210129,1.000000000,-0.004797922,0.000000000,1.000000000,0.000000000,,,,,,
1766086701.012783,,,,,,,,,,,0.000000000,0.000000000,25.920829773,0.000000000,25.188995361,22.504608154
1766086701.117649,,,,,,,,,,,0.000000000,0.000000000,25.918544769,0.000000000,25.191406250,22.504608154
1766086701.202220,0.000000000,8.000000000,0.081170619,0.000000000,-25.364210129,1.000000000,0.077158742,0.000000000,1.000000000,0.000000000,,,,,,
1766086701.211624,,,,,,,,,,,0.000000000,0.000030927,25.920829773,0.000000000,25.190673828,22.504608154
1766086701.311932,,,,,,,,,,,0.000000000,0.000110009,25.918544769,0.000000000,25.193054199,22.504608154
1766086701.411802,,,,,,,,,,,0.000000000,0.000000000,25.918544769,0.000000000,25.193695068,22.504608154
1766086701.451751,0.000000000,8.000000000,-0.054074198,0.000000000,-25.364210129,1.000000000,-0.051401563,0.000000000,1.000000000,0.000000000,,,,,,
