__time,/odrive_axis0/odrive_status/active_errors,/odrive_axis0/odrive_status/bus_current,/odrive_axis0/odrive_status/bus_voltage,/odrive_axis0/odrive_status/disarm_reason,/odrive_axis0/odrive_status/fet_temperature,/odrive_axis0/odrive_status/motor_temperature,/odrive_axis1/odrive_status/active_errors,/odrive_axis1/odrive_status/bus_current,/odrive_axis1/odrive_status/bus_voltage,/odrive_axis1/odrive_status/disarm_reason,/odrive_axis1/odrive_status/fet_temperature,/odrive_axis1/odrive_status/motor_temperature,/odrive_axis2/odrive_status/active_errors,/odrive_axis2/odrive_status/bus_current,/odrive_axis2/odrive_status/bus_voltage,/odrive_axis2/odrive_status/disarm_reason,/odrive_axis2/odrive_status/fet_temperature,/odrive_axis2/odrive_status/motor_temperature,/odrive_axis3/odrive_status/active_errors,/odrive_axis3/odrive_status/bus_current,/odrive_axis3/odrive_status/bus_voltage,/odrive_axis3/odrive_status/disarm_reason,/odrive_axis3/odrive_status/fet_temperature,/odrive_axis3/odrive_status/motor_temperature,/odrive_axis4/odrive_status/active_errors,/odrive_axis4/odrive_status/bus_current,/odrive_axis4/odrive_status/bus_voltage,/odrive_axis4/odrive_status/disarm_reason,/odrive_axis4/odrive_status/fet_temperature,/odrive_axis4/odrive_status/motor_temperature,/odrive_axis5/odrive_status/active_errors,/odrive_axis5/odrive_status/bus_current,/odrive_axis5/odrive_status/bus_voltage,/odrive_axis5/odrive_status/disarm_reason,/odrive_axis5/odrive_status/fet_temperature,/odrive_axis5/odrive_status/motor_temperature
1766097775.241489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000000,0.000030308,25.941389084,0.000000000,23.780883789,21.882568359
1766097775.332734,,,,,,,0.000000000,0.000000000,25.907123566,0.000000000,24.256347656,25.427398682,,,,,,,,,,,,,,,,,,,,,,,,
1766097775.333831,0.000000000,0.000000000,25.920829773,0.000000000,23.783721924,22.372497559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1766097775.337076,,,,,,,,,,,,,0.000000000,0.000000000,25.968801498,0.000000000,24.153533936,22.264739990,,,,,,,,,,,,,,,,,,
1766097775.337534,,,,,,,,,,,,,,,,,,,0.000000000,0.000041692,25.939104080,0.000000000,23.835540771,22.893676758,,,,,,,,,,,,
1766097775.344944,,,,,,,,,,,,,,,,,,,,,,,,,0.000000000,0.000053376,25.902555466,0.000000000,23.676422119,25.118865967,,,,,,
1766097775.348785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000000,0.000000000,25.948242188,0.000000000,23.781585693,21.882568359
1766097775.426046,,,,,,,,,,,,,,,,,,,0.000000000,0.000006843,25.916261673,0.000000000,23.835601807,22.893676758,,,,,,,,,,,,
1766097775.431849,,,,,,,0.000000000,0.000000000,25.916261673,0.000000000,24.256469727,25.427398682,,,,,,,,,,,,,,,,,,,,,,,,
1766097775.435125,0.000000000,0.000007585,25.920829773,0.000000000,23.783721924,22.372497559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1766097775.437737,,,,,,,,,,,,,0.000000000,0.000000000,25.975654602,0.000000000,24.157135010,22.264739990,,,,,,,,,,,,,,,,,,
1766097775.442254,,,,,,,,,,,,,,,,,,,,,,,,,0.000000000,0.000063447,25.923114777,0.000000000,23.678802490,25.118865967,,,,,,
1766097775.446453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000000,0.000010205,25.941389084,0.000000000,23.782135010,21.882568359
1766097775.526263,,,,,,,,,,,,,,,,,,,0.000000000,0.000000000,25.934535980,0.000000000,23.837066650,22.893676758,,,,,,,,,,,,
1766097775.531994,,,,,,,0.000000000,-0.000000000,25.913976669,0.000000000,24.256317139,25.427398682,,,,,,,,,,,,,,,,,,,,,,,,
